"category","medicine_name","ema_product_number","medicine_status","inn_common_name","active_substance","atc_code_human","therapeutic_indication","marketing_authorisation_holder","marketing_authorisation_date","first_published_date","last_updated_date","medicine_url","ema_slug","source","source_label","source_file_type","source_file_url","source_file_downloaded_at","source_file_local_path","search_key"
"Human","Spinraza","EMEA/H/C/004312","Authorised","nusinersen","nusinersen sodium","M09","Spinraza is indicated for the treatment of 5q Spinal Muscular Atrophy.","Biogen Netherlands B.V.","30/05/2017","31/08/2018","11/03/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/spinraza","spinraza","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","spinraza nusinersen sodium nusinersen m09 biogen netherlands b v"
"Veterinary","Spironolactone Ceva","EMEA/V/C/000105","Withdrawn","spironolactone","spironolactone","","For use in combination with standard therapy (including diuretic support, where necessary) for the treatment of congestive heart failure caused by valvular regurgitation in dogs.","Ceva Santé Animale","20/06/2007","31/10/2012","10/05/2021","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/spironolactone-ceva","spironolactone-ceva","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","spironolactone ceva spironolactone spironolactone ceva sante animale"
"Human","Spravato","EMEA/H/C/004535","Authorised","esketamine","esketamine hydrochloride","N06AX27","Spravato, in combination with a SSRI or SNRI, is indicated for adults with treatment-resistant Major Depressive Disorder, who have not responded to at least two different treatments with antidepressants in the current moderate to severe depressive episode.","Janssen-Cilag International NV","18/12/2019","19/12/2019","10/09/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/spravato","spravato","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","spravato esketamine hydrochloride esketamine n06ax27 janssen cilag international nv"
"Human","Sprimeo","EMEA/H/C/000851","Withdrawn","aliskiren","aliskiren","C09XA02","Treatment of essential hypertension.","Novartis Europharm Ltd.","22/08/2007","04/07/2012","23/07/2012","https://www.ema.europa.eu/en/medicines/human/EPAR/sprimeo","sprimeo","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sprimeo aliskiren aliskiren c09xa02 novartis europharm ltd"
"Human","Sprimeo HCT","EMEA/H/C/002421","Withdrawn","aliskiren;hydrochlorothiazide","aliskiren;hydrochlorothiazide","C09XA52","Treatment of essential hypertension in adults. Sprimeo HCT is indicated in patients whose blood pressure is not adequately controlled on aliskiren or hydrochlorothiazide used alone. Sprimeo HCT is indicated as substitution therapy in patients adequately controlled with aliskiren and hydrochlorothiazide, given concurrently, at the same dose level as in the combination.","Novartis Europharm Ltd.","23/06/2011","06/07/2012","28/08/2012","https://www.ema.europa.eu/en/medicines/human/EPAR/sprimeo-hct","sprimeo-hct","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sprimeo hct aliskiren hydrochlorothiazide aliskiren hydrochlorothiazide c09xa52 novartis europharm ltd"
"Human","Sprycel","EMEA/H/C/000709","Authorised","dasatinib (anhydrous)","dasatinib","L01EA02","Sprycel is indicated for the treatment of paediatric patients with: newly diagnosed Philadelphia chromosome-positive chronic myelogenous leukaemia in chronic phase (Ph+ CML CP) or Ph+ CML CP resistant or intolerant to prior therapy including imatinib. newly diagnosed Ph+ acute lymphoblastic leukaemia (ALL) in combination with chemotherapy. Sprycel is indicated for the treatment of adult patients with: newly diagnosed Philadelphia-chromosome-positive (Ph+) chronic myelogenous leukaemia (CML) in the chronic phase; chronic, accelerated or blast phase CML with resistance or intolerance to prior therapy including imatinib mesilate; Ph+ acute lymphoblastic leukaemia (ALL) and lymphoid blast CML with resistance or intolerance to prior therapy. Sprycel is indicated for the treatment of paediatric patients with: newly diagnosed Ph+ CML in chronic phase (Ph+ CML-CP) or Ph+ CML-CP resistant or intolerant to prior therapy including imatinib.","Bristol-Myers Squibb Pharma EEIG","20/11/2006","03/08/2018","06/03/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/sprycel","sprycel","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","sprycel dasatinib dasatinib anhydrous l01ea02 bristol myers squibb pharma eeig"
"Human","Stalevo","EMEA/H/C/000511","Authorised","levodopa;carbidopa;entacapone","levodopa;carbidopa;entacapone","N04BA03","Stalevo is indicated for the treatment of adult patients with Parkinson's disease and end-of-dose motor fluctuations not stabilised on levodopa / dopa-decarboxylase (DDC)-inhibitor treatment.","Orion Corporation","17/10/2003","08/02/2018","06/01/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/stalevo","stalevo","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","stalevo levodopa carbidopa entacapone levodopa carbidopa entacapone n04ba03 orion corporation"
"Human","Staquis","EMEA/H/C/004863","Withdrawn","crisaborole","Crisaborole","D11AH06","Staquis is indicated for treatment of mild to moderate atopic dermatitis in adults and paediatric patients from 2 years of age with ? 40% body surface area (BSA) affected.","Pfizer Europe MA EEIG","27/03/2020","22/04/2020","08/02/2022","https://www.ema.europa.eu/en/medicines/human/EPAR/staquis","staquis","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","staquis crisaborole crisaborole d11ah06 pfizer europe ma eeig"
"Human","Starlix","EMEA/H/C/000335","Withdrawn","nateglinide","nateglinide","A10BX03","Nateglinide is indicated for combination therapy with metformin in type-2 diabetic patients inadequately controlled despite a maximally tolerated dose of metformin alone.","Novartis Europharm Limited","03/04/2001","08/05/2018","28/06/2022","https://www.ema.europa.eu/en/medicines/human/EPAR/starlix","starlix","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","starlix nateglinide nateglinide a10bx03 novartis europharm limited"
"Veterinary","Startvac","EMEA/V/C/000130","Authorised","adjuvanted inactivated vaccine for cattle against Staphylococcus aureus, coliforms and coagulase-negative staphylococci","Escherichia coli J5 inactivated;staphylococcus aureus (CP8) strain SP 140 inactivated, expressing slime-associated antigenic complex","","","","","02/03/2018","15/06/2026","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/startvac","startvac","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","startvac escherichia coli j5 inactivated staphylococcus aureus cp8 strain sp 140 inactivated expressing slime associated antigenic complex adjuvanted inactivated vaccine for cattle against staphylococcus aureus coliforms and coagulase negative staphylococci"
"Human","Stayveer","EMEA/H/C/002644","Authorised","bosentan monohydrate","bosentan (as monohydrate)","C02KX01","Treatment of pulmonary arterial hypertension (PAH) to improve exercise capacity and symptoms in patients with World Health Organization (WHO) functional class III. Efficacy has been shown in: primary (idiopathic and familial) PAH; PAH secondary to scleroderma without significant interstitial pulmonary disease; PAH associated with congenital systemic-to-pulmonary shunts and Eisenmenger’s physiology. Some improvements have also been shown in patients with PAH WHO functional class II. Stayveer is also indicated to reduce the number of new digital ulcers in patients with systemic sclerosis and ongoing digital-ulcer disease.","Janssen-Cilag International NV","24/06/2013","26/09/2017","24/10/2024","https://www.ema.europa.eu/en/medicines/human/EPAR/stayveer","stayveer","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","stayveer bosentan as monohydrate bosentan monohydrate c02kx01 janssen cilag international nv"
"Human","Steglatro","EMEA/H/C/004315","Authorised","ertugliflozin","ertugliflozin l-pyroglutamic acid","A10BK04","Steglatro is indicated in adults aged 18 years and older with type 2 diabetes mellitus as an adjunct to diet and exercise to improve glycaemic control: as monotherapy in patients for whom the use of metformin is considered inappropriate due to intolerance or contraindications. in addition to other medicinal products for the treatment of diabetes.","Merck Sharp & Dohme B.V.","21/03/2018","26/04/2018","11/02/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/steglatro","steglatro","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","steglatro ertugliflozin l pyroglutamic acid ertugliflozin a10bk04 merck sharp dohme b v"
"Human","Steglujan","EMEA/H/C/004313","Authorised","ertugliflozin;sitagliptin","ertugliflozin l-pyroglutamic acid;sitagliptin phosphate monohydrate","A10BD24","Steglujan is indicated in adults aged 18 years and older with type 2 diabetes mellitus as an adjunct to diet and exercise to improve glycaemic control: when metformin and/or a sulphonylurea (SU) and one of the monocomponents of Steglujan do not provide adequate glycaemic control. in patients already being treated with the combination of ertugliflozin and sitagliptin as separate tablets.","Merck Sharp & Dohme B.V.","23/03/2018","23/08/2018","21/11/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/steglujan","steglujan","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","steglujan ertugliflozin l pyroglutamic acid sitagliptin phosphate monohydrate ertugliflozin sitagliptin a10bd24 merck sharp dohme b v"
"Human","Stelara","EMEA/H/C/000958","Authorised","ustekinumab","ustekinumab","L04AC05","Adult Crohn’s DiseaseStelara is indicated for the treatment of adult patients with moderately to severely active Crohn’s disease who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a TNFα antagonist.Paediatric Crohn's DiseaseStelara is indicated for the treatment of moderately to severely active Crohn’s disease in paediatric patients from the age of 2 years and older, who have had an inadequate response to, or were intolerant to either conventional or biologic therapy.Ulcerative colitisStelara is indicated for the treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a biologic. Plaque psoriasisStelara is indicated for the treatment of moderate to severe plaque psoriasis in adults who failed to respond to, or who have a contraindication to, or are intolerant to other systemic therapies including ciclosporin, methotrexate (MTX) or PUVA (psoralen and ultraviolet A) (see section 5.1). Paediatric plaque psoriasis&nbsp;Stelara is indicated for the treatment of moderate to severe plaque psoriasis in children and adolescent patients from the age of 6 years and older, who are inadequately controlled by, or are intolerant to, other systemic therapies or phototherapies.Psoriatic arthritis (PsA)Stelara, alone or in combination with MTX, is indicated for the treatment of active psoriatic arthritis in adult patients when the response to previous non-biological disease modifying anti rheumatic drug (DMARD) therapy has been inadequate (see section 5.1).","Janssen-Cilag International NV","16/01/2009","20/08/2018","24/04/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/stelara","stelara","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","stelara ustekinumab ustekinumab l04ac05 janssen cilag international nv"
"Veterinary","Stelfonta","EMEA/V/C/005018","Authorised","tigilanol tiglate","tigilanol tiglate","","","","","11/02/2020","14/10/2025","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/stelfonta","stelfonta","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","stelfonta tigilanol tiglate tigilanol tiglate"
"Human","Steqeyma","EMEA/H/C/005918","Authorised","ustekinumab","ustekinumab","L04AC05","Crohn’s Disease Steqeyma is indicated for the treatment of adult patients with moderately to severely active Crohn’s disease who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a TNFα antagonist or have medical contraindications to such therapies. Plaque psoriasis Steqeyma is indicated for the treatment of moderate to severe plaque psoriasis in adults who failed to respond to, or who have a contraindication to, or are intolerant to other systemic therapies including ciclosporin, methotrexate (MTX) or PUVA (psoralen and ultraviolet A) (see section 5.1). Paediatric plaque psoriasis Steqeyma is indicated for the treatment of moderate to severe plaque psoriasis in children and adolescent patients from the age of 6 years and older, who are inadequately controlled by, or are intolerant to, other systemic therapies or phototherapies (see section 5.1). Psoriatic arthritis (PsA) Steqeyma, alone or in combination with MTX, is indicated for the treatment of active psoriatic arthritis in adult patients when the response to previous non-biological disease-modifying anti-rheumatic drug (DMARD) therapy has been inadequate (see section 5.1).","Celltrion Healthcare Hungary Kft.","22/08/2024","18/06/2024","16/04/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/steqeyma","steqeyma","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","steqeyma ustekinumab ustekinumab l04ac05 celltrion healthcare hungary kft"
